schema_name,table_name,column_name,runtime_status,read_usage,write_usage,filter_usage,relation_usage,legacy_fallback,code_references,confidence,notes
public,coach_team_seasons,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coaches,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,team_id,LEGACY_FALLBACK,yes,yes,yes,yes,yes,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,Direct team assignment is preserved as fallback beside coach_team_seasons.
public,coaches,name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,role_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,role_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,email,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,phone,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,image_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,team_slug,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,photo_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,license,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,slug,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,role,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,team_name,LEGACY_FALLBACK,yes,yes,no,no,yes,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,Snapshot field retained for compatibility and display.
public,coaches,whatsapp,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,nationality,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,first_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,last_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,coaches,admin_profile_id,ACTIVE_READ_WRITE,yes,yes,partial,yes,no,src/components/admin/coaches/services/coaches.service.js; src/app/admin/coaches/actions.js; src/app/(website)/fussball/abteilung/trainer/page.js; src/app/admin/settings/page.js; src/lib/admin-auth/profileCardLinks.repository.js; src/components/admin/topbar/adminSearch.service.js,High,
public,departments,id,UNCLEAR,partial,no,yes,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,name_de,UNCLEAR,partial,no,no,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,name_en,UNCLEAR,partial,no,no,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,slug,UNCLEAR,partial,no,yes,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,is_active,UNCLEAR,partial,no,yes,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,sort_order,UNCLEAR,partial,no,yes,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,departments,created_at,UNCLEAR,partial,no,no,no,no,src/app/admin/department/page.js,Low,"No direct from(""departments"") access was confirmed in the inspected runtime slice."
public,event_documents,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,event_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,display_name_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,display_name_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,description_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,description_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,file_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,file_path,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,file_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,mime_type,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,file_size,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,is_public,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,event_documents,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,title_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,title_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,teaser_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,teaser_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,description_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,description_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,event_type,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,is_all_day,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,starts_at,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,ends_at,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,location_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,location_address,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,location_city,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,team_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,external_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,image_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,is_published,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,is_featured,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,slug,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,recurrence_type,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,recurrence_interval,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,recurrence_until,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,events,recurrence_count,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/events/services/events.service.js; src/app/admin/events/page.js; src/app/(website)/termine/[slug]/page.js,High,
public,membership_request_recipients,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,email,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,label,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,request_type,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_request_recipients,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/admin/settings/components/MembershipRecipientForm.js,High,
public,membership_requests,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,first_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,last_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,phone,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,birthdate,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,email,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,request_type,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,year_group,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,desired_team_id,ACTIVE_READ_WRITE,yes,yes,partial,yes,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,message,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,status,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,processed_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,processed_by,UNCLEAR,no,no,no,no,yes,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,Low,Workflow snapshot field; live runtime slice did not show a dedicated handler.
public,membership_requests,mail_sent_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,internal_note,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,forwarded_to_type,UNCLEAR,no,no,no,no,yes,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,Low,Workflow snapshot field; live runtime slice did not show a dedicated handler.
public,membership_requests,forwarded_to_id,UNCLEAR,no,no,no,no,yes,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,Low,Workflow snapshot field; live runtime slice did not show a dedicated handler.
public,membership_requests,forwarded_to_name,UNCLEAR,no,no,no,no,yes,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,Low,Workflow snapshot field; live runtime slice did not show a dedicated handler.
public,membership_requests,forwarded_to_email,UNCLEAR,no,no,no,no,yes,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,Low,Workflow snapshot field; live runtime slice did not show a dedicated handler.
public,membership_requests,forwarded_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,membership_requests,forwarded_note,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/lib/membership/membership.repository.js; src/app/admin/settings/page.js; src/app/admin/page.js; src/components/admin/settings/components/MembershipRequestDetail.js; src/components/admin/delete/removeActions.js,High,
public,news,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,title_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,title_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,slug,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,teaser_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,teaser_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,content_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,content_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,image_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,is_published,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,published_at,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,author,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news,category,UNCLEAR,no,no,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,Low,Not referenced in the inspected runtime slice.
public,news,scheduled_at,UNCLEAR,no,no,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,Low,Not referenced in the inspected runtime slice.
public,news,category_key,UNCLEAR,no,no,no,no,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,Low,Not referenced in the inspected runtime slice.
public,news,football_team_id,ACTIVE_READ_WRITE,yes,yes,partial,yes,no,src/components/admin/news/services/news.service.js; src/app/admin/news/page.js; src/app/(website)/news/page.js; src/app/(website)/news/[slug]/page.js; src/components/admin/delete/removeActions.js,High,
public,news_documents,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/news/services/news.service.js; src/app/(website)/news/[slug]/page.js,High,
public,news_documents,news_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/news/services/news.service.js; src/app/(website)/news/[slug]/page.js,High,
public,news_documents,display_name_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/(website)/news/[slug]/page.js,High,
public,news_documents,display_name_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/(website)/news/[slug]/page.js,High,
public,news_documents,description_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/news/services/news.service.js; src/app/(website)/news/[slug]/page.js,High,
