current_table,current_column,target_table,target_column,decision,canonical_source,backfill_source,compatibility_required,migration_order,risk,notes
events,event_type,events,event_type,KEEP,events.event_type,events.event_type,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,is_all_day,events,is_all_day,KEEP,events.is_all_day,events.is_all_day,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,starts_at,events,starts_at,KEEP,events.starts_at,events.starts_at,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,ends_at,events,ends_at,KEEP,events.ends_at,events.ends_at,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,location_name,events,location_name,KEEP,events.location_name,events.location_name,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,location_address,events,location_address,KEEP,events.location_address,events.location_address,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,location_city,events,location_city,KEEP,events.location_city,events.location_city,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,team_id,events,team_id,KEEP,events.team_id,events.team_id,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,external_url,events,external_url,KEEP,events.external_url,events.external_url,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,image_url,events,image_url,KEEP,events.image_url,events.image_url,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,is_published,events,is_published,KEEP,events.is_published,events.is_published,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,is_featured,events,is_featured,KEEP,events.is_featured,events.is_featured,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,sort_order,events,sort_order,KEEP,events.sort_order,events.sort_order,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,created_at,events,created_at,KEEP,events.created_at,events.created_at,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,updated_at,events,updated_at,KEEP,events.updated_at,events.updated_at,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,slug,events,slug,KEEP,events.slug,events.slug,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,recurrence_type,events,recurrence_type,KEEP,events.recurrence_type,events.recurrence_type,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,recurrence_interval,events,recurrence_interval,KEEP,events.recurrence_interval,events.recurrence_interval,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,recurrence_until,events,recurrence_until,KEEP,events.recurrence_until,events.recurrence_until,no,CURRENT,LOW,Event and recurrence data remain canonical.
events,recurrence_count,events,recurrence_count,KEEP,events.recurrence_count,events.recurrence_count,no,CURRENT,LOW,Event and recurrence data remain canonical.
membership_request_recipients,id,membership_request_recipients,id,KEEP,membership_request_recipients.id,membership_request_recipients.id,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,email,membership_request_recipients,email,KEEP,membership_request_recipients.email,membership_request_recipients.email,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,label,membership_request_recipients,label,KEEP,membership_request_recipients.label,membership_request_recipients.label,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,request_type,membership_request_recipients,request_type,KEEP,membership_request_recipients.request_type,membership_request_recipients.request_type,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,is_active,membership_request_recipients,is_active,KEEP,membership_request_recipients.is_active,membership_request_recipients.is_active,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,sort_order,membership_request_recipients,sort_order,KEEP,membership_request_recipients.sort_order,membership_request_recipients.sort_order,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,created_at,membership_request_recipients,created_at,KEEP,membership_request_recipients.created_at,membership_request_recipients.created_at,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_request_recipients,updated_at,membership_request_recipients,updated_at,KEEP,membership_request_recipients.updated_at,membership_request_recipients.updated_at,no,CURRENT,LOW,Recipient routing remains separate from request data.
membership_requests,id,membership_requests,id,KEEP,membership_requests.id,membership_requests.id,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,first_name,membership_requests,first_name,KEEP,membership_requests.first_name,membership_requests.first_name,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,last_name,membership_requests,last_name,KEEP,membership_requests.last_name,membership_requests.last_name,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,phone,membership_requests,phone,KEEP,membership_requests.phone,membership_requests.phone,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,birthdate,membership_requests,birthdate,KEEP,membership_requests.birthdate,membership_requests.birthdate,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,email,membership_requests,email,KEEP,membership_requests.email,membership_requests.email,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,request_type,membership_requests,request_type,KEEP,membership_requests.request_type,membership_requests.request_type,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,year_group,membership_requests,year_group,KEEP,membership_requests.year_group,membership_requests.year_group,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,desired_team_id,membership_requests,desired_team_id,KEEP,membership_requests.desired_team_id,membership_requests.desired_team_id,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,message,membership_requests,message,KEEP,membership_requests.message,membership_requests.message,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,status,membership_requests,status,KEEP,membership_requests.status,membership_requests.status,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,created_at,membership_requests,created_at,KEEP,membership_requests.created_at,membership_requests.created_at,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,processed_at,membership_requests,processed_at,KEEP,membership_requests.processed_at,membership_requests.processed_at,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,processed_by,membership_requests,processed_by,LEGACY_TEMPORARY,membership_requests.processed_by,membership_requests.processed_by,yes,P3,MEDIUM,Keep as snapshot until the audit-link strategy is formally chosen.
membership_requests,mail_sent_at,membership_requests,mail_sent_at,KEEP,membership_requests.mail_sent_at,membership_requests.mail_sent_at,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,internal_note,membership_requests,internal_note,KEEP,membership_requests.internal_note,membership_requests.internal_note,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,forwarded_to_type,membership_requests,forwarded_to_type,LEGACY_TEMPORARY,membership_requests.forwarded_to_type,membership_requests.forwarded_to_type,yes,P3,MEDIUM,Workflow snapshot field retained for historical traceability.
membership_requests,forwarded_to_id,membership_requests,forwarded_to_id,LEGACY_TEMPORARY,membership_requests.forwarded_to_id,membership_requests.forwarded_to_id,yes,P3,MEDIUM,Workflow snapshot field retained for historical traceability.
membership_requests,forwarded_to_name,membership_requests,forwarded_to_name,LEGACY_TEMPORARY,membership_requests.forwarded_to_name,membership_requests.forwarded_to_name,yes,P3,MEDIUM,Workflow snapshot field retained for historical traceability.
membership_requests,forwarded_to_email,membership_requests,forwarded_to_email,LEGACY_TEMPORARY,membership_requests.forwarded_to_email,membership_requests.forwarded_to_email,yes,P3,MEDIUM,Workflow snapshot field retained for historical traceability.
membership_requests,forwarded_at,membership_requests,forwarded_at,KEEP,membership_requests.forwarded_at,membership_requests.forwarded_at,no,CURRENT,LOW,Membership request data remains canonical.
membership_requests,forwarded_note,membership_requests,forwarded_note,KEEP,membership_requests.forwarded_note,membership_requests.forwarded_note,no,CURRENT,LOW,Membership request data remains canonical.
news,id,news,id,KEEP,news.id,news.id,no,CURRENT,LOW,News article data remains canonical.
news,title_de,news,title_de,KEEP,news.title_de,news.title_de,no,CURRENT,LOW,News article data remains canonical.
news,title_en,news,title_en,KEEP,news.title_en,news.title_en,no,CURRENT,LOW,News article data remains canonical.
news,slug,news,slug,KEEP,news.slug,news.slug,no,CURRENT,LOW,News article data remains canonical.
news,teaser_de,news,teaser_de,KEEP,news.teaser_de,news.teaser_de,no,CURRENT,LOW,News article data remains canonical.
news,teaser_en,news,teaser_en,KEEP,news.teaser_en,news.teaser_en,no,CURRENT,LOW,News article data remains canonical.
news,content_de,news,content_de,KEEP,news.content_de,news.content_de,no,CURRENT,LOW,News article data remains canonical.
news,content_en,news,content_en,KEEP,news.content_en,news.content_en,no,CURRENT,LOW,News article data remains canonical.
news,image_url,news,image_url,KEEP,news.image_url,news.image_url,no,CURRENT,LOW,News article data remains canonical.
news,is_published,news,is_published,KEEP,news.is_published,news.is_published,no,CURRENT,LOW,News article data remains canonical.
news,published_at,news,published_at,KEEP,news.published_at,news.published_at,no,CURRENT,LOW,News article data remains canonical.
news,created_at,news,created_at,KEEP,news.created_at,news.created_at,no,CURRENT,LOW,News article data remains canonical.
news,author,news,author,KEEP,news.author,news.author,no,CURRENT,LOW,News article data remains canonical.
news,category,news,category_key,MERGE,news.category_key,news.category,yes,P3,MEDIUM,Human label should be derived from the key; the key remains canonical.
news,scheduled_at,news,published_at,REMOVE_AFTER_MIGRATION,news.published_at,news.scheduled_at,yes,P4,MEDIUM,Workflow scheduling is deferred; published_at remains the current operational timestamp.
news,category_key,news,category_key,KEEP,news.category_key,news.category_key,no,CURRENT,LOW,News article data remains canonical.
news,football_team_id,news,football_team_id,KEEP,news.football_team_id,news.football_team_id,no,CURRENT,LOW,News article data remains canonical.
news_documents,id,news_documents,id,KEEP,news_documents.id,news_documents.id,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,news_id,news_documents,news_id,KEEP,news_documents.news_id,news_documents.news_id,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,display_name_de,news_documents,display_name_de,KEEP,news_documents.display_name_de,news_documents.display_name_de,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,display_name_en,news_documents,display_name_en,KEEP,news_documents.display_name_en,news_documents.display_name_en,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,description_de,news_documents,description_de,KEEP,news_documents.description_de,news_documents.description_de,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,description_en,news_documents,description_en,KEEP,news_documents.description_en,news_documents.description_en,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,file_name,news_documents,file_name,KEEP,news_documents.file_name,news_documents.file_name,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,file_path,news_documents,file_path,KEEP,news_documents.file_path,news_documents.file_path,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,file_url,news_documents,file_url,KEEP,news_documents.file_url,news_documents.file_url,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,mime_type,news_documents,mime_type,KEEP,news_documents.mime_type,news_documents.mime_type,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,file_size,news_documents,file_size,KEEP,news_documents.file_size,news_documents.file_size,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,sort_order,news_documents,sort_order,KEEP,news_documents.sort_order,news_documents.sort_order,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,is_public,news_documents,is_public,KEEP,news_documents.is_public,news_documents.is_public,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,created_at,news_documents,created_at,KEEP,news_documents.created_at,news_documents.created_at,no,CURRENT,LOW,News attachment table stays intact for public downloads.
news_documents,updated_at,news_documents,updated_at,KEEP,news_documents.updated_at,news_documents.updated_at,no,CURRENT,LOW,News attachment table stays intact for public downloads.
pages,id,pages,id,KEEP,pages.id,pages.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,slug,pages,slug,KEEP,pages.slug,pages.slug,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,title_de,pages,title_de,KEEP,pages.title_de,pages.title_de,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,title_en,pages,title_en,KEEP,pages.title_en,pages.title_en,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,content_de,pages,content_de,KEEP,pages.content_de,pages.content_de,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,content_en,pages,content_en,KEEP,pages.content_en,pages.content_en,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,is_published,pages,is_published,KEEP,pages.is_published,pages.is_published,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,show_in_footer,pages,show_in_footer,KEEP,pages.show_in_footer,pages.show_in_footer,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,sort_order,pages,sort_order,KEEP,pages.sort_order,pages.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,created_at,pages,created_at,KEEP,pages.created_at,pages.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
pages,updated_at,pages,updated_at,KEEP,pages.updated_at,pages.updated_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
player_team_seasons,id,player_team_seasons,id,KEEP,player_team_seasons.id,player_team_seasons.id,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,player_id,player_team_seasons,player_id,KEEP,player_team_seasons.player_id,player_team_seasons.player_id,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,team_season_id,player_team_seasons,team_season_id,KEEP,player_team_seasons.team_season_id,player_team_seasons.team_season_id,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,shirt_number,player_team_seasons,shirt_number,KEEP,player_team_seasons.shirt_number,player_team_seasons.shirt_number,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,position_de,player_team_seasons,position_de,KEEP,player_team_seasons.position_de,player_team_seasons.position_de,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,position_en,player_team_seasons,position_en,KEEP,player_team_seasons.position_en,player_team_seasons.position_en,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,is_captain,player_team_seasons,is_captain,KEEP,player_team_seasons.is_captain,player_team_seasons.is_captain,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,is_active,player_team_seasons,is_active,KEEP,player_team_seasons.is_active,player_team_seasons.is_active,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,sort_order,player_team_seasons,sort_order,KEEP,player_team_seasons.sort_order,player_team_seasons.sort_order,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
player_team_seasons,created_at,player_team_seasons,created_at,KEEP,player_team_seasons.created_at,player_team_seasons.created_at,no,CURRENT,LOW,Seasonal relation table is the canonical assignment store.
players,id,players,id,KEEP,players.id,players.id,no,CURRENT,LOW,Player person master data remains here.
players,team_id,player_team_seasons,team_season_id,MOVE,player_team_seasons.team_season_id,players.team_id,yes,P2,HIGH,Canonical team assignment belongs in the seasonal relation table.
players,first_name,players,first_name,KEEP,players.first_name,players.first_name,no,CURRENT,LOW,Player person master data remains here.
players,last_name,players,last_name,KEEP,players.last_name,players.last_name,no,CURRENT,LOW,Player person master data remains here.
players,shirt_number,player_team_seasons,shirt_number,MOVE,player_team_seasons.shirt_number,players.shirt_number,yes,P2,HIGH,Seasonal shirt number belongs in the assignment table.
players,position_de,player_team_seasons,position_de,MOVE,player_team_seasons.position_de,players.position_de,yes,P2,HIGH,Playing position is season-specific assignment data.
players,position_en,player_team_seasons,position_en,MOVE,player_team_seasons.position_en,players.position_en,yes,P2,HIGH,Playing position is season-specific assignment data.
players,image_url,players,image_url,KEEP,players.image_url,players.image_url,no,CURRENT,LOW,Player person master data remains here.
players,is_active,players,is_active,KEEP,players.is_active,players.is_active,no,CURRENT,LOW,Player person master data remains here.
players,sort_order,player_team_seasons,sort_order,MOVE,player_team_seasons.sort_order,players.sort_order,yes,P2,MEDIUM,Public ordering follows the seasonal assignment view.
players,created_at,players,created_at,KEEP,players.created_at,players.created_at,no,CURRENT,LOW,Player person master data remains here.
players,photo_url,players,image_url,MERGE,players.image_url,players.photo_url,yes,P3,MEDIUM,Compatibility alias to the canonical image field.
players,description_de,players,description_de,KEEP,players.description_de,players.description_de,no,CURRENT,LOW,Player person master data remains here.
players,description_en,players,description_en,KEEP,players.description_en,players.description_en,no,CURRENT,LOW,Player person master data remains here.
players,birthdate,players,birthdate,KEEP,players.birthdate,players.birthdate,no,CURRENT,LOW,Player person master data remains here.
players,year_group,players,year_group,KEEP,players.year_group,players.year_group,no,CURRENT,LOW,Player person master data remains here.
players,strong_foot,players,strong_foot,KEEP,players.strong_foot,players.strong_foot,no,CURRENT,LOW,Player person master data remains here.
players,nationality,players,nationality,KEEP,players.nationality,players.nationality,no,CURRENT,LOW,Player person master data remains here.
players,is_captain,player_team_seasons,is_captain,MOVE,player_team_seasons.is_captain,players.is_captain,yes,P2,HIGH,Captain status is seasonal assignment data.
players,jersey_number,player_team_seasons,shirt_number,MERGE,player_team_seasons.shirt_number,players.jersey_number,yes,P3,MEDIUM,Legacy alias for shirt_number.
players,position,players,position,REMOVE_AFTER_MIGRATION,player_team_seasons.position_de / position_en,players.position,yes,P4,MEDIUM,Generic position label is superseded by language-specific assignment fields.
players,name_de,players,name_de,REMOVE_AFTER_MIGRATION,players.first_name + players.last_name,players.name_de,yes,P4,MEDIUM,Multilingual display name is redundant to structured person data.
players,name_en,players,name_en,REMOVE_AFTER_MIGRATION,players.first_name + players.last_name,players.name_en,yes,P4,MEDIUM,Multilingual display name is redundant to structured person data.
players,gender,players,gender,KEEP,players.gender,players.gender,no,CURRENT,LOW,Player person master data remains here.
players,joined_at,players,joined_at,KEEP,players.joined_at,players.joined_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,id,seasons,id,KEEP,seasons.id,seasons.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,name,seasons,name,KEEP,seasons.name,seasons.name,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,slug,seasons,slug,KEEP,seasons.slug,seasons.slug,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,is_current,seasons,is_current,KEEP,seasons.is_current,seasons.is_current,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,is_active,seasons,is_active,KEEP,seasons.is_active,seasons.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,sort_order,seasons,sort_order,KEEP,seasons.sort_order,seasons.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
seasons,created_at,seasons,created_at,KEEP,seasons.created_at,seasons.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,id,sponsor_categories,id,KEEP,sponsor_categories.id,sponsor_categories.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,name_de,sponsor_categories,name_de,KEEP,sponsor_categories.name_de,sponsor_categories.name_de,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,name_en,sponsor_categories,name_en,KEEP,sponsor_categories.name_en,sponsor_categories.name_en,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,slug,sponsor_categories,slug,KEEP,sponsor_categories.slug,sponsor_categories.slug,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,is_active,sponsor_categories,is_active,KEEP,sponsor_categories.is_active,sponsor_categories.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,sort_order,sponsor_categories,sort_order,KEEP,sponsor_categories.sort_order,sponsor_categories.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsor_categories,created_at,sponsor_categories,created_at,KEEP,sponsor_categories.created_at,sponsor_categories.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,id,sponsors,id,KEEP,sponsors.id,sponsors.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,category_id,sponsors,category_id,KEEP,sponsors.category_id,sponsors.category_id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,name,sponsors,name,KEEP,sponsors.name,sponsors.name,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,description_de,sponsors,description_de,KEEP,sponsors.description_de,sponsors.description_de,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,description_en,sponsors,description_en,KEEP,sponsors.description_en,sponsors.description_en,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,image_url,sponsors,image_url,KEEP,sponsors.image_url,sponsors.image_url,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,website_url,sponsors,website_url,KEEP,sponsors.website_url,sponsors.website_url,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,facebook_url,sponsors,facebook_url,KEEP,sponsors.facebook_url,sponsors.facebook_url,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,instagram_url,sponsors,instagram_url,KEEP,sponsors.instagram_url,sponsors.instagram_url,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,tiktok_url,sponsors,tiktok_url,KEEP,sponsors.tiktok_url,sponsors.tiktok_url,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,is_active,sponsors,is_active,KEEP,sponsors.is_active,sponsors.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,sort_order,sponsors,sort_order,KEEP,sponsors.sort_order,sponsors.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
sponsors,created_at,sponsors,created_at,KEEP,sponsors.created_at,sponsors.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_seasons,id,team_seasons,id,KEEP,team_seasons.id,team_seasons.id,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,team_id,team_seasons,team_id,KEEP,team_seasons.team_id,team_seasons.team_id,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,season_id,team_seasons,season_id,KEEP,team_seasons.season_id,team_seasons.season_id,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,name_de,team_seasons,name_de,KEEP,team_seasons.name_de,team_seasons.name_de,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,name_en,team_seasons,name_en,KEEP,team_seasons.name_en,team_seasons.name_en,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,slug,team_seasons,slug,KEEP,team_seasons.slug,team_seasons.slug,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,age_group,team_seasons,age_group,KEEP,team_seasons.age_group,team_seasons.age_group,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,description_de,team_seasons,description_de,KEEP,team_seasons.description_de,team_seasons.description_de,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,description_en,team_seasons,description_en,KEEP,team_seasons.description_en,team_seasons.description_en,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,training_times_de,team_seasons,training_times_de,KEEP,team_seasons.training_times_de,team_seasons.training_times_de,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,training_times_en,team_seasons,training_times_en,KEEP,team_seasons.training_times_en,team_seasons.training_times_en,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,team_image_url,team_seasons,team_image_url,KEEP,team_seasons.team_image_url,team_seasons.team_image_url,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,contact_name,team_seasons,contact_name,KEEP,team_seasons.contact_name,team_seasons.contact_name,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,contact_email,team_seasons,contact_email,KEEP,team_seasons.contact_email,team_seasons.contact_email,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,contact_phone,team_seasons,contact_phone,KEEP,team_seasons.contact_phone,team_seasons.contact_phone,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,contact_image_url,team_seasons,contact_image_url,KEEP,team_seasons.contact_image_url,team_seasons.contact_image_url,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,fussball_de_matches_widget_id,team_seasons,fussball_de_matches_widget_id,KEEP,team_seasons.fussball_de_matches_widget_id,team_seasons.fussball_de_matches_widget_id,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,fussball_de_table_widget_id,team_seasons,fussball_de_table_widget_id,KEEP,team_seasons.fussball_de_table_widget_id,team_seasons.fussball_de_table_widget_id,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,fussball_de_team_url,team_seasons,fussball_de_team_url,KEEP,team_seasons.fussball_de_team_url,team_seasons.fussball_de_team_url,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,is_active,team_seasons,is_active,KEEP,team_seasons.is_active,team_seasons.is_active,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,sort_order,team_seasons,sort_order,KEEP,team_seasons.sort_order,team_seasons.sort_order,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_seasons,created_at,team_seasons,created_at,KEEP,team_seasons.created_at,team_seasons.created_at,no,CURRENT,LOW,Season-specific team snapshot remains canonical.
team_templates,id,team_templates,id,KEEP,team_templates.id,team_templates.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,name_de,team_templates,name_de,KEEP,team_templates.name_de,team_templates.name_de,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,slug,team_templates,slug,KEEP,team_templates.slug,team_templates.slug,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,age_group,team_templates,age_group,KEEP,team_templates.age_group,team_templates.age_group,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,is_active,team_templates,is_active,KEEP,team_templates.is_active,team_templates.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,sort_order,team_templates,sort_order,KEEP,team_templates.sort_order,team_templates.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_templates,created_at,team_templates,created_at,KEEP,team_templates.created_at,team_templates.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,id,team_training_exceptions,id,KEEP,team_training_exceptions.id,team_training_exceptions.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,team_training_time_id,team_training_exceptions,team_training_time_id,KEEP,team_training_exceptions.team_training_time_id,team_training_exceptions.team_training_time_id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,exception_date,team_training_exceptions,exception_date,KEEP,team_training_exceptions.exception_date,team_training_exceptions.exception_date,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,exception_type,team_training_exceptions,exception_type,KEEP,team_training_exceptions.exception_type,team_training_exceptions.exception_type,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_start_time,team_training_exceptions,override_start_time,KEEP,team_training_exceptions.override_start_time,team_training_exceptions.override_start_time,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_end_time,team_training_exceptions,override_end_time,KEEP,team_training_exceptions.override_end_time,team_training_exceptions.override_end_time,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_training_type,team_training_exceptions,override_training_type,KEEP,team_training_exceptions.override_training_type,team_training_exceptions.override_training_type,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_location_name,team_training_exceptions,override_location_name,KEEP,team_training_exceptions.override_location_name,team_training_exceptions.override_location_name,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_location_address,team_training_exceptions,override_location_address,KEEP,team_training_exceptions.override_location_address,team_training_exceptions.override_location_address,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_location_city,team_training_exceptions,override_location_city,KEEP,team_training_exceptions.override_location_city,team_training_exceptions.override_location_city,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,override_location_note,team_training_exceptions,override_location_note,KEEP,team_training_exceptions.override_location_note,team_training_exceptions.override_location_note,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,note,team_training_exceptions,note,KEEP,team_training_exceptions.note,team_training_exceptions.note,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
