table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,default_value,identity,generated,character_maximum_length,numeric_precision,numeric_scale
team_seasons,21,sort_order,integer,int4,YES,0,NO,NEVER,null,32,0
team_seasons,22,created_at,timestamp with time zone,timestamptz,YES,now(),NO,NEVER,null,null,null
team_templates,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,null,null,null
team_templates,2,name_de,text,text,NO,null,NO,NEVER,null,null,null
team_templates,3,slug,text,text,NO,null,NO,NEVER,null,null,null
team_templates,4,age_group,text,text,NO,null,NO,NEVER,null,null,null
team_templates,5,is_active,boolean,bool,YES,true,NO,NEVER,null,null,null
team_templates,6,sort_order,integer,int4,YES,0,NO,NEVER,null,32,0
team_templates,7,created_at,timestamp with time zone,timestamptz,YES,now(),NO,NEVER,null,null,null
team_training_exceptions,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,null,null,null
team_training_exceptions,2,team_training_time_id,uuid,uuid,NO,null,NO,NEVER,null,null,null
team_training_exceptions,3,exception_date,date,date,NO,null,NO,NEVER,null,null,null
team_training_exceptions,4,exception_type,text,text,NO,null,NO,NEVER,null,null,null
team_training_exceptions,5,override_start_time,time without time zone,time,YES,null,NO,NEVER,null,null,null
team_training_exceptions,6,override_end_time,time without time zone,time,YES,null,NO,NEVER,null,null,null
team_training_exceptions,7,override_training_type,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,8,override_location_name,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,9,override_location_address,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,10,override_location_city,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,11,override_location_note,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,12,note,text,text,YES,null,NO,NEVER,null,null,null
team_training_exceptions,13,is_active,boolean,bool,NO,true,NO,NEVER,null,null,null
team_training_exceptions,14,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,null,null,null
team_training_exceptions,15,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,null,null,null
team_training_times,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,null,null,null
team_training_times,2,team_season_id,uuid,uuid,NO,null,NO,NEVER,null,null,null
team_training_times,3,weekday,smallint,int2,NO,null,NO,NEVER,null,16,0
team_training_times,4,start_time,time without time zone,time,NO,null,NO,NEVER,null,null,null
team_training_times,5,end_time,time without time zone,time,NO,null,NO,NEVER,null,null,null
team_training_times,6,training_type,text,text,NO,'training'::text,NO,NEVER,null,null,null
team_training_times,7,location_name,text,text,YES,null,NO,NEVER,null,null,null
team_training_times,8,location_address,text,text,YES,null,NO,NEVER,null,null,null
team_training_times,9,location_city,text,text,YES,null,NO,NEVER,null,null,null
team_training_times,10,location_note,text,text,YES,null,NO,NEVER,null,null,null
team_training_times,11,effective_from,date,date,YES,null,NO,NEVER,null,null,null
team_training_times,12,effective_until,date,date,YES,null,NO,NEVER,null,null,null
team_training_times,13,is_active,boolean,bool,NO,true,NO,NEVER,null,null,null
team_training_times,14,sort_order,integer,int4,NO,0,NO,NEVER,null,32,0
team_training_times,15,note,text,text,YES,null,NO,NEVER,null,null,null
team_training_times,16,created_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,null,null,null
team_training_times,17,updated_at,timestamp with time zone,timestamptz,NO,now(),NO,NEVER,null,null,null
teams,1,id,uuid,uuid,NO,gen_random_uuid(),NO,NEVER,null,null,null
teams,2,department_id,uuid,uuid,YES,null,NO,NEVER,null,null,null
teams,3,name_de,text,text,NO,null,NO,NEVER,null,null,null
teams,4,name_en,text,text,YES,null,NO,NEVER,null,null,null
teams,5,slug,text,text,NO,null,NO,NEVER,null,null,null
teams,6,age_group,text,text,YES,null,NO,NEVER,null,null,null
teams,7,season,text,text,YES,'2026/2027'::text,NO,NEVER,null,null,null
teams,8,is_active,boolean,bool,YES,true,NO,NEVER,null,null,null
teams,9,sort_order,integer,int4,YES,0,NO,NEVER,null,32,0
teams,10,created_at,timestamp with time zone,timestamptz,YES,now(),NO,NEVER,null,null,null
teams,11,description_de,text,text,YES,null,NO,NEVER,null,null,null
teams,12,description_en,text,text,YES,null,NO,NEVER,null,null,null
teams,13,training_times_de,text,text,YES,null,NO,NEVER,null,null,null
teams,14,training_times_en,text,text,YES,null,NO,NEVER,null,null,null
teams,15,team_image_url,text,text,YES,null,NO,NEVER,null,null,null
teams,16,contact_name,text,text,YES,null,NO,NEVER,null,null,null
teams,17,contact_email,text,text,YES,null,NO,NEVER,null,null,null
teams,18,contact_phone,text,text,YES,null,NO,NEVER,null,null,null
teams,19,contact_image_url,text,text,YES,null,NO,NEVER,null,null,null
teams,20,fussball_de_matches_widget_url,text,text,YES,null,NO,NEVER,null,null,null
teams,21,fussball_de_matches_url,text,text,YES,null,NO,NEVER,null,null,null
teams,22,dfb_matches_widget_url,text,text,YES,null,NO,NEVER,null,null,null
teams,23,fussball_de_table_widget_url,text,text,YES,null,NO,NEVER,null,null,null
teams,24,fussball_de_table_url,text,text,YES,null,NO,NEVER,null,null,null
teams,25,dfb_table_widget_url,text,text,YES,null,NO,NEVER,null,null,null
teams,26,fussball_de_team_id,text,text,YES,null,NO,NEVER,null,null,null
teams,27,fussball_de_competition_id,text,text,YES,null,NO,NEVER,null,null,null
teams,28,fussball_de_club_id,text,text,YES,null,NO,NEVER,null,null,null
teams,29,fussball_de_team_url,text,text,YES,null,NO,NEVER,null,null,null
teams,30,fupa_matches_widget_id,text,text,YES,null,NO,NEVER,null,null,null
teams,31,fupa_table_widget_id,text,text,YES,null,NO,NEVER,null,null,null
teams,32,fupa_club_url,text,text,YES,null,NO,NEVER,null,null,null
teams,34,fussball_de_matches_widget_id,text,text,YES,null,NO,NEVER,null,null,null
teams,35,fussball_de_table_widget_id,text,text,YES,null,NO,NEVER,null,null,null
